duration_min,alert_volume,error_count,warn_count,info_count,cpu_util_peak,memory_util_peak,disk_util_peak,latency_max_ms,impacted_services,error_warn_ratio,alert_per_hour,composite_load,log_error_count,log_latency,tower_Compute,tower_Storage,tower_Network,tower_Database,tower_Cloud,tower_Application,svc_auth-service,svc_payment-gateway,svc_order-service,svc_inventory-api,svc_notification-service,svc_reporting-service,svc_analytics-engine,svc_cache-cluster,svc_message-broker,svc_api-gateway
-0.2592836740092957,-0.26606725855046265,-0.6238292761597941,0.04825255807938375,0.8758284791934262,-0.23036005230490586,-0.37855982143435907,-0.607929337078037,2.656401078526771,-1.5468316756155598,-0.25170077212368636,-0.28212781282338156,-0.7551950475309765,-0.3893708963886037,1.8446511381169932,-0.4532109805201446,-0.44549518916216674,-0.4445276036638913,-0.4396787718714284,-0.4557734838700402,2.249579085208177,-0.3384947403660232,-0.3141013136632846,-0.33812762013360304,-0.33036238874465096,3.058098571613741,-0.3311066328360604,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,-0.33036238874465096
0.17092666488338465,-0.5606990713520381,0.1133912132803425,-0.690662459106041,1.1046313476909169,-1.284153163668035,-1.1660159812554307,1.6439695848047449,-0.5898472414267966,-0.6772877576800044,-0.05517654173854284,-0.6625694450210853,-0.6676028272861504,0.9053645946593142,-0.6959806567938231,2.2064778722976053,-0.44549518916216674,-0.4445276036638913,-0.4396787718714284,-0.4557734838700402,-0.4445276036638913,-0.3384947403660232,-0.3141013136632846,2.9574632193751986,-0.33036238874465096,-0.32700057783693537,-0.3311066328360604,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,-0.33036238874465096
3.1004542106763986,-0.5606990713520381,0.6555833732413157,-0.19453380471011295,-1.0367651584016968,0.7883066220127857,-1.365196068739584,-0.4875988603362088,-0.6060812190902155,1.4965720371588844,-0.022560789989782844,-0.8360313198464044,-0.43488232055725,1.1556262369150216,-0.8581520901107642,-0.4532109805201446,-0.44549518916216674,-0.4445276036638913,-0.4396787718714284,2.194072352583682,-0.4445276036638913,-0.3384947403660232,-0.3141013136632846,-0.33812762013360304,-0.33036238874465096,-0.32700057783693537,3.020175076030948,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,-0.33036238874465096
-0.03393540125598693,-0.8553308841536135,-0.6385736859485969,-0.922892893078603,-0.037257890754763996,-1.4378313257418247,-1.295714642873019,-1.2912345442905604,1.168894473524729,-1.1120597166477821,-0.24741987152917505,-0.8116801186072782,-2.6195353431340855,-0.5457161793121218,1.4456998676128032,-0.4532109805201446,2.244693151189082,-0.4445276036638913,-0.4396787718714284,-0.4557734838700402,-0.4445276036638913,2.954255652299572,-0.3141013136632846,-0.33812762013360304,-0.33036238874465096,-0.32700057783693537,-0.3311066328360604,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,-0.33036238874465096
-0.26952677731626423,-0.8553308841536135,2.168225777483487,-1.633658766752202,-0.860381522934591,1.569869846273773,-0.045048977274846275,-0.42743362196529483,-0.5670467110006463,1.4965720371588844,5.1808545514452815,-0.7831585774933427,0.9468420164420143,1.5190047910960334,-0.5190893830339267,2.2064778722976053,-0.44549518916216674,-0.4445276036638913,-0.4396787718714284,-0.4557734838700402,-0.4445276036638913,-0.3384947403660232,3.183686143611599,-0.33812762013360304,-0.33036238874465096,-0.32700057783693537,-0.3311066328360604,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,-0.33036238874465096
-0.12612333101870415,0.6914861330546574,0.6904337963784858,0.9912488657255448,1.5749877089365323,0.3492261589448153,1.27046601913212,-0.9087555289326069,-0.5325723089963071,0.627028119223329,-0.12045685941810828,0.3339176280113653,0.4350286510898934,1.1679944563686355,-0.31746471537465837,2.2064778722976053,-0.44549518916216674,-0.4445276036638913,-0.4396787718714284,-0.4557734838700402,-0.4445276036638913,-0.3384947403660232,-0.3141013136632846,-0.33812762013360304,-0.33036238874465096,-0.32700057783693537,-0.3311066328360604,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,3.026978960286354
-0.2900129839302014,-0.4133831649512504,-0.6533180957373995,-1.419021547474531,-0.05921729918641171,-1.029486495088612,0.682189946795202,-0.019169504448378318,1.9572456135393,1.0618000781911068,-0.24200393883829094,-0.3883493683471206,-0.43745856232915736,-0.7793279858345351,1.685885456952959,-0.4532109805201446,-0.44549518916216674,2.249579085208177,-0.4396787718714284,-0.4557734838700402,-0.4445276036638913,-0.3384947403660232,-0.3141013136632846,2.9574632193751986,-0.33036238874465096,-0.32700057783693537,-0.3311066328360604,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,-0.33036238874465096
-0.6075491864462274,-0.5606990713520381,-0.6633711024115833,1.6281232376806012,1.4765245550010797,-0.14254395969131178,1.8216853310068704,0.23008648308826535,-0.6341714725752327,1.0618000781911068,-0.25872137987045624,-0.25839947622883963,1.0395867202306528,-1.0473862095189228,-1.2877336472548953,-0.4532109805201446,-0.44549518916216674,2.249579085208177,-0.4396787718714284,-0.4557734838700402,-0.4445276036638913,-0.3384947403660232,-0.3141013136632846,-0.33812762013360304,-0.33036238874465096,3.058098571613741,-0.3311066328360604,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,-0.33036238874465096
-0.7304664261298504,-0.26606725855046265,-0.6707433073059846,-1.3979096898406618,-0.24764319089022754,-0.8582451144921036,0.7701997528928511,0.25587158524722853,2.8712732772628113,-1.5468316756155598,-0.2558253852284142,0.5531333262343572,-0.08966592312175992,-1.429874622571252,1.8867603879116441,-0.4532109805201446,-0.44549518916216674,-0.4445276036638913,2.27438772116208,-0.4557734838700402,-0.4445276036638913,-0.3384947403660232,-0.3141013136632846,-0.33812762013360304,-0.33036238874465096,-0.32700057783693537,-0.3311066328360604,-0.3410580702437788,-0.34032684448940553,-0.3417883828299032,3.026978960286354
-0.43341643022776155,-0.8553308841536135,-0.6399140868384879,-0.6308455291434113,0.14125084875411414,2.2723985871825256,0.7146146121995992,-1.0505735908069043,-0.617390282181586,-1.1120597166477821,-0.2508857288155665,-0.7511508102711412,1.545388854781658,-0.5628252852060935,-0.9998772671305719,-0.4532109805201446,-0.44549518916216674,-0.4445276036638913,-0.4396787718714284,2.194072352583682,-0.4445276036638913,-0.3384947403660232,-0.3141013136632846,-0.33812762013360304,-0.33036238874465096,-0.32700057783693537,-0.3311066328360604,2.9320520088711812,-0.34032684448940553,-0.3417883828299032,-0.33036238874465096
